key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
iot.attached_policy,iot,attached_policy,child,parent_chain,target,,yes,listing requires target from a parent
iot.audit_mitigation_actions_execution,iot,audit_mitigation_actions_execution,child,parent_chain,"findingId,taskId",,yes,"listing requires findingId,taskId from a parent"
iot.audit_mitigation_actions_task,iot,audit_mitigation_actions_task,child,parent_chain,taskId,,yes,listing requires taskId from a parent
iot.audit_suppression,iot,audit_suppression,child,parent_chain,"checkName,resourceIdentifier",,yes,"listing requires checkName,resourceIdentifier from a parent"
iot.audit_task,iot,audit_task,child,parent_chain,taskId,,yes,listing requires taskId from a parent
iot.buckets_aggregation,iot,buckets_aggregation,child,parent_chain,"aggregationField,bucketsAggregationType,queryString",,yes,"listing requires aggregationField,bucketsAggregationType,queryString from a parent"
iot.cardinality,iot,cardinality,child,parent_chain,queryString,,yes,listing requires queryString from a parent
iot.certificates_by_ca,iot,certificates_by_ca,child,parent_chain,caCertificateId,,yes,listing requires caCertificateId from a parent
iot.detect_mitigation_actions_task,iot,detect_mitigation_actions_task,child,parent_chain,taskId,,yes,listing requires taskId from a parent
iot.index,iot,index,child,parent_chain,indexName,,yes,listing requires indexName from a parent
iot.job,iot,job,child,parent_chain,jobId,,yes,listing requires jobId from a parent
iot.job_document,iot,job_document,child,parent_chain,jobId,,yes,listing requires jobId from a parent
iot.job_execution,iot,job_execution,child,parent_chain,"jobId,thingName",,yes,"listing requires jobId,thingName from a parent"
iot.job_executions_for_job,iot,job_executions_for_job,child,parent_chain,jobId,,yes,listing requires jobId from a parent
iot.job_executions_for_thing,iot,job_executions_for_thing,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot.managed_job_template,iot,managed_job_template,child,parent_chain,templateName,,yes,listing requires templateName from a parent
iot.metric_value,iot,metric_value,child,parent_chain,"endTime,metricName,startTime,thingName",,yes,"listing requires endTime,metricName,startTime,thingName from a parent"
iot.ota_update,iot,ota_update,child,parent_chain,otaUpdateId,,yes,listing requires otaUpdateId from a parent
iot.package,iot,package,child,parent_chain,packageName,,yes,listing requires packageName from a parent
iot.package_version,iot,package_version,child,parent_chain,"packageName,versionName",,yes,"listing requires packageName,versionName from a parent"
iot.percentile,iot,percentile,child,parent_chain,queryString,,yes,listing requires queryString from a parent
iot.policy_principal,iot,policy_principal,child,parent_chain,policyName,,yes,listing requires policyName from a parent
iot.policy_version,iot,policy_version,child,parent_chain,"policyName,policyVersionId",,yes,"listing requires policyName,policyVersionId from a parent"
iot.principal_policy,iot,principal_policy,child,parent_chain,principal,,yes,listing requires principal from a parent
iot.principal_thing,iot,principal_thing,child,parent_chain,principal,,yes,listing requires principal from a parent
iot.provisioning_template_version,iot,provisioning_template_version,child,parent_chain,"templateName,versionId",,yes,"listing requires templateName,versionId from a parent"
iot.role_alias,iot,RoleAlias,child,parent_chain,roleAlias,,yes,listing requires roleAlias from a parent
iot.search_index,iot,search_index,child,parent_chain,queryString,,yes,listing requires queryString from a parent
iot.security_profiles_for_target,iot,security_profiles_for_target,child,parent_chain,securityProfileTargetArn,,yes,listing requires securityProfileTargetArn from a parent
iot.stream,iot,stream,child,parent_chain,streamId,,yes,listing requires streamId from a parent
iot.targets_for_policy,iot,targets_for_policy,child,parent_chain,policyName,,yes,listing requires policyName from a parent
iot.targets_for_security_profile,iot,targets_for_security_profile,child,parent_chain,securityProfileName,,yes,listing requires securityProfileName from a parent
iot.thing_groups_for_thing,iot,thing_groups_for_thing,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot.thing_principal,iot,thing_principal,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot.thing_registration_task,iot,thing_registration_task,child,parent_chain,taskId,,yes,listing requires taskId from a parent
iot.things_in_billing_group,iot,things_in_billing_group,child,parent_chain,billingGroupName,,yes,listing requires billingGroupName from a parent
iot.things_in_thing_group,iot,things_in_thing_group,child,parent_chain,thingGroupName,,yes,listing requires thingGroupName from a parent
iot.violation_event,iot,violation_event,child,parent_chain,"endTime,startTime",,yes,"listing requires endTime,startTime from a parent"
iot-data.named_shadows_for_thing,iot-data,named_shadows_for_thing,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot-data.retained_message,iot-data,retained_message,child,parent_chain,topic,,yes,listing requires topic from a parent
iot-data.thing_shadow,iot-data,thing_shadow,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot-jobs-data.job_execution,iot-jobs-data,job_execution,child,parent_chain,"jobId,thingName",,yes,"listing requires jobId,thingName from a parent"
iot-jobs-data.pending_job_execution,iot-jobs-data,pending_job_execution,child,parent_chain,thingName,,yes,listing requires thingName from a parent
iot-managed-integrations.managed_thing_account_association,iot-managed-integrations,managed_thing_account_association,child,parent_chain,,,yes,junction resource identified by the pair it joins
iotanalytics.dataset_content,iotanalytics,dataset_content,child,parent_chain,datasetName,,yes,listing requires datasetName from a parent
iotdeviceadvisor.suite_definition,iotdeviceadvisor,suite_definition,child,parent_chain,suiteDefinitionId,,yes,listing requires suiteDefinitionId from a parent
iotdeviceadvisor.suite_run,iotdeviceadvisor,suite_run,child,parent_chain,"suiteDefinitionId,suiteRunId",,yes,"listing requires suiteDefinitionId,suiteRunId from a parent"
iotevents.alarm_model_version,iotevents,alarm_model_version,child,parent_chain,alarmModelName,,yes,listing requires alarmModelName from a parent
iotevents.detector_model_analysis,iotevents,detector_model_analysi,child,parent_chain,analysisId,,yes,listing requires analysisId from a parent
iotevents.detector_model_version,iotevents,detector_model_version,child,parent_chain,detectorModelName,,yes,listing requires detectorModelName from a parent
iotevents.input_routing,iotevents,input_routing,child,parent_chain,inputIdentifier,,yes,listing requires inputIdentifier from a parent
iotevents-data.alarm,iotevents-data,alarm,child,parent_chain,alarmModelName,,yes,listing requires alarmModelName from a parent
iotevents-data.detector,iotevents-data,detector,child,parent_chain,detectorModelName,,yes,listing requires detectorModelName from a parent
iotfleetwise.decoder_manifest_network_interface,iotfleetwise,decoder_manifest_network_interface,child,parent_chain,name,,yes,listing requires name from a parent
iotfleetwise.decoder_manifest_signal,iotfleetwise,decoder_manifest_signal,child,parent_chain,name,,yes,listing requires name from a parent
iotfleetwise.fleets_for_vehicle,iotfleetwise,fleets_for_vehicle,child,parent_chain,vehicleName,,yes,listing requires vehicleName from a parent
iotfleetwise.model_manifest_node,iotfleetwise,model_manifest_node,child,parent_chain,name,,yes,listing requires name from a parent
iotfleetwise.signal_catalog_node,iotfleetwise,signal_catalog_node,child,parent_chain,name,,yes,listing requires name from a parent
iotfleetwise.vehicle_status,iotfleetwise,vehicle_statu,child,parent_chain,vehicleName,,yes,listing requires vehicleName from a parent
iotfleetwise.vehicles_in_fleet,iotfleetwise,vehicles_in_fleet,child,parent_chain,fleetId,,yes,listing requires fleetId from a parent
iotsecuretunneling.tunnel,iotsecuretunneling,tunnel,child,parent_chain,tunnelId,,yes,listing requires tunnelId from a parent
iotsitewise.action,iotsitewise,action,child,parent_chain,actionId,,yes,listing requires actionId from a parent
iotsitewise.asset_composite_model,iotsitewise,asset_composite_model,child,parent_chain,"assetCompositeModelId,assetId",,yes,"listing requires assetCompositeModelId,assetId from a parent"
iotsitewise.asset_model_composite_model,iotsitewise,asset_model_composite_model,child,parent_chain,"assetModelCompositeModelId,assetModelId",,yes,"listing requires assetModelCompositeModelId,assetModelId from a parent"
iotsitewise.asset_model_property,iotsitewise,asset_model_property,child,parent_chain,assetModelId,,yes,listing requires assetModelId from a parent
iotsitewise.asset_property,iotsitewise,asset_property,child,parent_chain,"assetId,propertyId",,yes,"listing requires assetId,propertyId from a parent"
iotsitewise.asset_property_aggregate,iotsitewise,asset_property_aggregate,child,parent_chain,"aggregateTypes,endDate,resolution,startDate",,yes,"listing requires aggregateTypes,endDate,resolution,startDate from a parent"
iotsitewise.asset_relationship,iotsitewise,asset_relationship,child,parent_chain,"assetId,traversalType",,yes,"listing requires assetId,traversalType from a parent"
iotsitewise.associated_asset,iotsitewise,associated_asset,child,parent_chain,assetId,,yes,listing requires assetId from a parent
iotsitewise.bulk_import_job,iotsitewise,bulk_import_job,child,parent_chain,jobId,,yes,listing requires jobId from a parent
iotsitewise.composition_relationship,iotsitewise,composition_relationship,child,parent_chain,assetModelId,,yes,listing requires assetModelId from a parent
iotsitewise.dashboard,iotsitewise,Dashboard,child,parent_chain,projectId,,yes,listing requires projectId from a parent
iotsitewise.gateway_capability_configuration,iotsitewise,gateway_capability_configuration,child,parent_chain,"capabilityNamespace,gatewayId",,yes,"listing requires capabilityNamespace,gatewayId from a parent"
iotsitewise.interpolated_asset_property_value,iotsitewise,interpolated_asset_property_value,child,parent_chain,"endTimeInSeconds,intervalInSeconds,quality,startTimeInSeconds",,yes,"listing requires endTimeInSeconds,intervalInSeconds,quality,startTimeInSeconds from a parent"
iotsitewise.project,iotsitewise,Project,child,parent_chain,portalId,,yes,listing requires portalId from a parent
iotsitewise.project_asset,iotsitewise,project_asset,child,parent_chain,projectId,,yes,listing requires projectId from a parent
iotthingsgraph.entity,iotthingsgraph,entity,child,parent_chain,ids,,yes,listing requires ids from a parent
iotthingsgraph.flow_execution_message,iotthingsgraph,flow_execution_message,child,parent_chain,flowExecutionId,,yes,listing requires flowExecutionId from a parent
iotthingsgraph.flow_template,iotthingsgraph,FlowTemplate,child,parent_chain,id,,yes,listing requires id from a parent
iotthingsgraph.flow_template_revision,iotthingsgraph,flow_template_revision,child,parent_chain,id,,yes,listing requires id from a parent
iotthingsgraph.search_entity,iotthingsgraph,search_entity,child,parent_chain,entityTypes,,yes,listing requires entityTypes from a parent
iotthingsgraph.search_flow_execution,iotthingsgraph,search_flow_execution,child,parent_chain,systemInstanceId,,yes,listing requires systemInstanceId from a parent
