cfn_type,cfn_namespace,cfn_resource,slug,primary_identifier,additional_identifiers,arn_property,has_read_handler,taggable,relationship_refs,description
AWS::SageMaker::Domain,SageMaker,Domain,sagemaker.domain,DomainId,,DomainArn,yes,yes,,Resource Type definition for AWS::SageMaker::Domain
AWS::SageMaker::Endpoint,SageMaker,Endpoint,sagemaker.endpoint,EndpointArn,,EndpointArn,yes,yes,,Resource Type definition for AWS::SageMaker::Endpoint
AWS::SageMaker::EndpointConfig,SageMaker,EndpointConfig,sagemaker.endpoint_config,Id,,,no,no,,Resource Type definition for AWS::SageMaker::EndpointConfig
AWS::SageMaker::Experiment,SageMaker,Experiment,sagemaker.experiment,Arn,ExperimentName,Arn,yes,yes,,Resource type definition for AWS::SageMaker::Experiment. An experiment is a collection of related trials used to organize and track machine learning workflows.
AWS::SageMaker::ExperimentTrialComponent,SageMaker,ExperimentTrialComponent,sagemaker.experiment_trial_component,Arn,TrialComponentName,Arn,yes,yes,,Resource type definition for AWS SageMaker Experiment Trial Component
AWS::SageMaker::FeatureGroup,SageMaker,FeatureGroup,sagemaker.feature_group,FeatureGroupName,,,yes,yes,,Resource Type definition for AWS::SageMaker::FeatureGroup
AWS::SageMaker::Hub,SageMaker,Hub,sagemaker.hub,HubArn,HubName,HubArn,yes,yes,,Resource type definition for AWS::SageMaker::Hub
AWS::SageMaker::Image,SageMaker,Image,sagemaker.image,ImageArn,ImageName,ImageArn,yes,yes,,Resource Type definition for AWS::SageMaker::Image
AWS::SageMaker::ImageVersion,SageMaker,ImageVersion,sagemaker.image_version,ImageVersionArn,,ImageVersionArn,yes,no,,Resource Type definition for AWS::SageMaker::ImageVersion
AWS::SageMaker::InferenceComponent,SageMaker,InferenceComponent,sagemaker.inference_component,InferenceComponentArn,,InferenceComponentArn,yes,yes,,Resource Type definition for AWS::SageMaker::InferenceComponent
AWS::SageMaker::InferenceExperiment,SageMaker,InferenceExperiment,sagemaker.inference_experiment,Name,,Arn,yes,yes,,Resource Type definition for AWS::SageMaker::InferenceExperiment
AWS::SageMaker::MlflowApp,SageMaker,MlflowApp,sagemaker.mlflow_app,Arn,MlflowAppId,Arn,yes,yes,,Resource type definition for AWS::SageMaker::MlflowApp
AWS::SageMaker::MlflowTrackingServer,SageMaker,MlflowTrackingServer,sagemaker.mlflow_tracking_server,TrackingServerName,,TrackingServerArn,yes,yes,,Resource Type definition for AWS::SageMaker::MlflowTrackingServer
AWS::SageMaker::Model,SageMaker,Model,sagemaker.model,ModelArn,,ModelArn,yes,yes,,Resource type definition for AWS::SageMaker::Model
AWS::SageMaker::ModelBiasJobDefinition,SageMaker,ModelBiasJobDefinition,sagemaker.model_bias_job_definition,JobDefinitionArn,,JobDefinitionArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelBiasJobDefinition
AWS::SageMaker::ModelCard,SageMaker,ModelCard,sagemaker.model_card,ModelCardName,,ModelCardArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelCard.
AWS::SageMaker::ModelExplainabilityJobDefinition,SageMaker,ModelExplainabilityJobDefinition,sagemaker.model_explainability_job_definition,JobDefinitionArn,,JobDefinitionArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelExplainabilityJobDefinition
AWS::SageMaker::ModelPackage,SageMaker,ModelPackage,sagemaker.model_package,ModelPackageArn,,ModelPackageArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelPackage
AWS::SageMaker::ModelPackageGroup,SageMaker,ModelPackageGroup,sagemaker.model_package_group,ModelPackageGroupArn,,ModelPackageGroupArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelPackageGroup
AWS::SageMaker::ModelQualityJobDefinition,SageMaker,ModelQualityJobDefinition,sagemaker.model_quality_job_definition,JobDefinitionArn,,JobDefinitionArn,yes,yes,,Resource Type definition for AWS::SageMaker::ModelQualityJobDefinition
AWS::SageMaker::MonitoringSchedule,SageMaker,MonitoringSchedule,sagemaker.monitoring_schedule,MonitoringScheduleArn,,MonitoringScheduleArn,yes,no,,Resource Type definition for AWS::SageMaker::MonitoringSchedule
AWS::SageMaker::NotebookInstance,SageMaker,NotebookInstance,sagemaker.notebook_instance,Id,,,no,no,,Resource Type definition for AWS::SageMaker::NotebookInstance
AWS::SageMaker::NotebookInstanceLifecycleConfig,SageMaker,NotebookInstanceLifecycleConfig,sagemaker.notebook_instance_lifecycle_config,Id,,,no,no,,Resource Type definition for AWS::SageMaker::NotebookInstanceLifecycleConfig
AWS::SageMaker::PartnerApp,SageMaker,PartnerApp,sagemaker.partner_app,Arn,,Arn,yes,yes,,Resource Type definition for AWS::SageMaker::PartnerApp
AWS::SageMaker::Pipeline,SageMaker,Pipeline,sagemaker.pipeline,PipelineName,,,yes,yes,,Resource Type definition for AWS::SageMaker::Pipeline
AWS::SageMaker::ProcessingJob,SageMaker,ProcessingJob,sagemaker.processing_job,ProcessingJobArn,ProcessingJobName,ProcessingJobArn,yes,yes,,Resource Type definition for AWS::SageMaker::ProcessingJob
AWS::SageMaker::Project,SageMaker,Project,sagemaker.project,ProjectArn,,ProjectArn,yes,yes,,Resource Type definition for AWS::SageMaker::Project
AWS::SageMaker::Space,SageMaker,Space,sagemaker.space,"DomainId,SpaceName",,SpaceArn,yes,yes,,Resource Type definition for AWS::SageMaker::Space
AWS::SageMaker::StudioLifecycleConfig,SageMaker,StudioLifecycleConfig,sagemaker.studio_lifecycle_config,StudioLifecycleConfigName,,StudioLifecycleConfigArn,yes,yes,,Resource Type definition for AWS::SageMaker::StudioLifecycleConfig
AWS::SageMaker::TrialComponent,SageMaker,TrialComponent,sagemaker.trial_component,TrialComponentArn,TrialComponentName,TrialComponentArn,yes,yes,,"Resource type definition for AWS::SageMaker::TrialComponent. A trial component is a stage of a machine learning trial, such as a preprocessing job, training job, or batch transform job."
AWS::SageMaker::UserProfile,SageMaker,UserProfile,sagemaker.user_profile,"UserProfileName,DomainId",,UserProfileArn,yes,yes,,Resource Type definition for AWS::SageMaker::UserProfile
AWS::SageMaker::Workteam,SageMaker,Workteam,sagemaker.workteam,Id,,,no,no,,Resource Type definition for AWS::SageMaker::Workteam
AWS::Scheduler::Schedule,Scheduler,Schedule,scheduler.schedule,Name,,Arn,yes,no,,Definition of AWS::Scheduler::Schedule Resource Type
AWS::Scheduler::ScheduleGroup,Scheduler,ScheduleGroup,scheduler.schedule_group,Name,,Arn,yes,yes,,Definition of AWS::Scheduler::ScheduleGroup Resource Type
AWS::SecretsManager::ResourcePolicy,SecretsManager,ResourcePolicy,secretsmanager.resource_policy,Id,,,yes,no,,Resource Type definition for AWS::SecretsManager::ResourcePolicy
AWS::SecretsManager::RotationSchedule,SecretsManager,RotationSchedule,secretsmanager.rotation_schedule,Id,,,yes,no,,Resource Type definition for AWS::SecretsManager::RotationSchedule
AWS::SecretsManager::Secret,SecretsManager,Secret,secretsmanager.secret,Id,,,yes,yes,,"Creates a new secret. A *secret* can be a password, a set of credentials such as a user name and password, an OAuth token, or other secret information that you store in an encrypted form in Secrets Ma"
AWS::SecretsManager::SecretTargetAttachment,SecretsManager,SecretTargetAttachment,secretsmanager.secret_target_attachment,Id,,,yes,no,,Resource Type definition for AWS::SecretsManager::SecretTargetAttachment
AWS::SecurityAgent::AgentSpace,SecurityAgent,AgentSpace,securityagent.agent_space,AgentSpaceId,,,yes,yes,,Resource Type definition for AWS::SecurityAgent::AgentSpace
AWS::SecurityAgent::Application,SecurityAgent,Application,securityagent.application,ApplicationId,,IdCApplicationArn,yes,yes,,Resource Type definition for AWS::SecurityAgent::Application
AWS::SecurityAgent::Pentest,SecurityAgent,Pentest,securityagent.pentest,"PentestId,AgentSpaceId",,,yes,no,,Resource Type definition for AWS::SecurityAgent::Pentest
AWS::SecurityAgent::SecurityRequirementPack,SecurityAgent,SecurityRequirementPack,securityagent.security_requirement_pack,PackId,,,yes,yes,,Resource Type definition for AWS::SecurityAgent::SecurityRequirementPack
AWS::SecurityAgent::TargetDomain,SecurityAgent,TargetDomain,securityagent.target_domain,TargetDomainId,,,yes,yes,,Resource Type definition for AWS::SecurityAgent::TargetDomain
AWS::SecurityHub::AggregatorV2,SecurityHub,AggregatorV2,securityhub.aggregator_v2,AggregatorV2Arn,,AggregatorV2Arn,yes,yes,,The AWS::SecurityHub::AggregatorV2 resource represents the AWS Security Hub AggregatorV2 in your account. One aggregatorv2 resource is created for each account in non opt-in region in which you config
AWS::SecurityHub::AutomationRule,SecurityHub,AutomationRule,securityhub.automation_rule,RuleArn,,RuleArn,yes,yes,,"The ``AWS::SecurityHub::AutomationRule`` resource specifies an automation rule based on input parameters. For more information, see [Automation rules](https://docs.aws.amazon.com/securityhub/latest/us"
AWS::SecurityHub::AutomationRuleV2,SecurityHub,AutomationRuleV2,securityhub.automation_rule_v2,RuleArn,,RuleArn,yes,yes,,Resource schema for AWS::SecurityHub::AutomationRuleV2
AWS::SecurityHub::ConfigurationPolicy,SecurityHub,ConfigurationPolicy,securityhub.configuration_policy,Arn,,Arn,yes,yes,,The AWS::SecurityHub::ConfigurationPolicy resource represents the Central Configuration Policy in your account.
AWS::SecurityHub::Connector,SecurityHub,Connector,securityhub.connector,ConnectorArn,,ConnectorArn,yes,yes,,"Creates a connector to a third-party cloud provider in Security Hub CSPM. A connector establishes a connection between Security Hub CSPM and a third-party cloud provider, enabling Security Hub CSPM to"
AWS::SecurityHub::ConnectorV2,SecurityHub,ConnectorV2,securityhub.connector_v2,ConnectorArn,,ConnectorArn,yes,yes,,Resource schema for AWS::SecurityHub::ConnectorV2
AWS::SecurityHub::DelegatedAdmin,SecurityHub,DelegatedAdmin,securityhub.delegated_admin,DelegatedAdminIdentifier,,,yes,no,,The ``AWS::SecurityHub::DelegatedAdmin`` resource designates the delegated ASHlong administrator account for an organization. You must enable the integration between ASH and AOlong before you can desi
AWS::SecurityHub::FindingAggregator,SecurityHub,FindingAggregator,securityhub.finding_aggregator,FindingAggregatorArn,,FindingAggregatorArn,yes,no,,"The ``AWS::SecurityHub::FindingAggregator`` resource enables cross-Region aggregation. When cross-Region aggregation is enabled, you can aggregate findings, finding updates, insights, control complian"
AWS::SecurityHub::Hub,SecurityHub,Hub,securityhub.hub,ARN,,ARN,yes,yes,,The AWS::SecurityHub::Hub resource represents the implementation of the AWS Security Hub service in your account. One hub resource is created for each Region in which you enable Security Hub.  
AWS::SecurityHub::HubV2,SecurityHub,HubV2,securityhub.hub_v2,HubV2Arn,,HubV2Arn,yes,yes,,The AWS::SecurityHub::HubV2 resource represents the implementation of the AWS Security Hub V2 service in your account. Only one hubv2 resource can created in each region in which you enable Security H
AWS::SecurityHub::Insight,SecurityHub,Insight,securityhub.insight,InsightArn,,InsightArn,yes,no,,The AWS::SecurityHub::Insight resource represents the AWS Security Hub Insight in your account. An AWS Security Hub insight is a collection of related findings.
AWS::SecurityHub::OrganizationConfiguration,SecurityHub,OrganizationConfiguration,securityhub.organization_configuration,OrganizationConfigurationIdentifier,,,yes,no,,The AWS::SecurityHub::OrganizationConfiguration resource represents the configuration of your organization in Security Hub. Only the Security Hub administrator account can create Organization Configur
AWS::SecurityHub::PolicyAssociation,SecurityHub,PolicyAssociation,securityhub.policy_association,AssociationIdentifier,,,yes,no,,The AWS::SecurityHub::PolicyAssociation resource represents the AWS Security Hub Central Configuration Policy associations in your Target. Only the AWS Security Hub delegated administrator can create 
AWS::SecurityHub::ProductSubscription,SecurityHub,ProductSubscription,securityhub.product_subscription,ProductSubscriptionArn,,ProductSubscriptionArn,yes,no,,The AWS::SecurityHub::ProductSubscription resource represents a subscription to a service that is allowed to generate findings for your Security Hub account. One product subscription resource is creat
AWS::SecurityHub::SecurityControl,SecurityHub,SecurityControl,securityhub.security_control,SecurityControlId,SecurityControlArn,,yes,no,,A security control in Security Hub describes a security best practice related to a specific resource.
AWS::SecurityHub::Standard,SecurityHub,Standard,securityhub.standard,StandardsSubscriptionArn,StandardsArn,StandardsSubscriptionArn,yes,no,,The ``AWS::SecurityHub::Standard`` resource specifies the enablement of a security standard. The standard is identified by the ``StandardsArn`` property. To view a list of ASH standards and their Amaz
AWS::SecurityLake::AwsLogSource,SecurityLake,AwsLogSource,securitylake.aws_log_source,"SourceName,SourceVersion",,,yes,no,,Resource Type definition for AWS::SecurityLake::AwsLogSource
AWS::SecurityLake::DataLake,SecurityLake,DataLake,securitylake.data_lake,Arn,,Arn,yes,yes,,Resource Type definition for AWS::SecurityLake::DataLake
AWS::SecurityLake::Subscriber,SecurityLake,Subscriber,securitylake.subscriber,SubscriberArn,,SubscriberArn,yes,yes,,Resource Type definition for AWS::SecurityLake::Subscriber
AWS::SecurityLake::SubscriberNotification,SecurityLake,SubscriberNotification,securitylake.subscriber_notification,SubscriberArn,,,yes,no,,Resource Type definition for AWS::SecurityLake::SubscriberNotification
AWS::ServiceCatalog::AcceptedPortfolioShare,ServiceCatalog,AcceptedPortfolioShare,servicecatalog.accepted_portfolio_share,PortfolioId,,,yes,no,,Resource Type definition for AWS::ServiceCatalog::AcceptedPortfolioShare
AWS::ServiceCatalog::CloudFormationProduct,ServiceCatalog,CloudFormationProduct,servicecatalog.cloud_formation_product,Id,,,yes,yes,,Resource type definition for AWS::ServiceCatalog::CloudFormationProduct
AWS::ServiceCatalog::CloudFormationProvisionedProduct,ServiceCatalog,CloudFormationProvisionedProduct,servicecatalog.cloud_formation_provisioned_product,ProvisionedProductId,,CloudformationStackArn,yes,no,,Resource Schema for AWS::ServiceCatalog::CloudFormationProvisionedProduct
AWS::ServiceCatalog::LaunchNotificationConstraint,ServiceCatalog,LaunchNotificationConstraint,servicecatalog.launch_notification_constraint,Id,,,yes,no,,Resource Type definition for AWS::ServiceCatalog::LaunchNotificationConstraint
AWS::ServiceCatalog::LaunchRoleConstraint,ServiceCatalog,LaunchRoleConstraint,servicecatalog.launch_role_constraint,Id,,,yes,no,,Resource Type definition for AWS::ServiceCatalog::LaunchRoleConstraint
AWS::ServiceCatalog::LaunchTemplateConstraint,ServiceCatalog,LaunchTemplateConstraint,servicecatalog.launch_template_constraint,Id,,,yes,no,,Resource Type definition for AWS::ServiceCatalog::LaunchTemplateConstraint
AWS::ServiceCatalog::Portfolio,ServiceCatalog,Portfolio,servicecatalog.portfolio,Id,,,yes,yes,,Resource type definition for AWS::ServiceCatalog::Portfolio
AWS::ServiceCatalog::PortfolioPrincipalAssociation,ServiceCatalog,PortfolioPrincipalAssociation,servicecatalog.portfolio_principal_association,"PortfolioId,PrincipalARN",,,yes,no,,Resource Type definition for AWS::ServiceCatalog::PortfolioPrincipalAssociation
AWS::ServiceCatalog::PortfolioProductAssociation,ServiceCatalog,PortfolioProductAssociation,servicecatalog.portfolio_product_association,"PortfolioId,ProductId",,,yes,no,,Resource Type definition for AWS::ServiceCatalog::PortfolioProductAssociation
AWS::ServiceCatalog::PortfolioShare,ServiceCatalog,PortfolioShare,servicecatalog.portfolio_share,"PortfolioId,AccountId",,,yes,no,,Resource Type definition for AWS::ServiceCatalog::PortfolioShare
AWS::ServiceCatalog::ResourceUpdateConstraint,ServiceCatalog,ResourceUpdateConstraint,servicecatalog.resource_update_constraint,Id,,,yes,no,,Resource type definition for AWS::ServiceCatalog::ResourceUpdateConstraint
AWS::ServiceCatalog::ServiceAction,ServiceCatalog,ServiceAction,servicecatalog.service_action,Id,,,yes,no,,Resource Schema for AWS::ServiceCatalog::ServiceAction
AWS::ServiceCatalog::ServiceActionAssociation,ServiceCatalog,ServiceActionAssociation,servicecatalog.service_action_association,"ProductId,ProvisioningArtifactId,ServiceActionId",,,yes,no,,Resource Schema for AWS::ServiceCatalog::ServiceActionAssociation
AWS::ServiceCatalog::StackSetConstraint,ServiceCatalog,StackSetConstraint,servicecatalog.stack_set_constraint,Id,,,yes,no,,Resource Type definition for AWS::ServiceCatalog::StackSetConstraint
AWS::ServiceCatalog::TagOption,ServiceCatalog,TagOption,servicecatalog.tag_option,Id,,,yes,no,,Resource type definition for AWS::ServiceCatalog::TagOption
AWS::ServiceCatalog::TagOptionAssociation,ServiceCatalog,TagOptionAssociation,servicecatalog.tag_option_association,"TagOptionId,ResourceId",,,yes,no,,Resource Type definition for AWS::ServiceCatalog::TagOptionAssociation
AWS::ServiceCatalogAppRegistry::Application,ServiceCatalogAppRegistry,Application,servicecatalog-appregistry.application,Id,Name,Arn,yes,yes,,Resource Schema for AWS::ServiceCatalogAppRegistry::Application
AWS::ServiceCatalogAppRegistry::AttributeGroup,ServiceCatalogAppRegistry,AttributeGroup,servicecatalog-appregistry.attribute_group,Id,Name,Arn,yes,yes,,Resource Schema for AWS::ServiceCatalogAppRegistry::AttributeGroup.
AWS::ServiceCatalogAppRegistry::AttributeGroupAssociation,ServiceCatalogAppRegistry,AttributeGroupAssociation,servicecatalog-appregistry.attribute_group_association,"ApplicationArn,AttributeGroupArn",,ApplicationArn,yes,no,,Resource Schema for AWS::ServiceCatalogAppRegistry::AttributeGroupAssociation.
AWS::ServiceCatalogAppRegistry::ResourceAssociation,ServiceCatalogAppRegistry,ResourceAssociation,servicecatalog-appregistry.resource_association,"ApplicationArn,ResourceArn,ResourceType",,ResourceArn,yes,no,,Resource Schema for AWS::ServiceCatalogAppRegistry::ResourceAssociation
