provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Network,rrset,filter,reduce,aws.rrset.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Network,rrset,filter,value,aws.rrset.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,rrset,action,delete,aws.rrset.actions.delete,Action to delete resource records from Route 53 hosted zones.,"{""properties"":{},""required"":[""type""]}",route53:ChangeResourceRecordSets
aws,Network,rrset,action,webhook,aws.rrset.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Storage,s3,filter,and,aws.s3.filters.and,Parent base class for filters and actions.,,
aws,Storage,s3,filter,bucket-encryption,aws.s3.filters.bucket-encryption,Filters for S3 buckets that have bucket-encryption,"{""properties"":{""state"":""boolean"",""crypto"":""string"",""key"":""string"",""bucket_key_enabled"":""boolean""},""required"":[""type""]}","s3:GetEncryptionConfiguration,kms:DescribeKey,kms:ListAliases"
aws,Storage,s3,filter,bucket-logging,aws.s3.filters.bucket-logging,Filter based on bucket logging configuration.,"{""properties"":{""op"":[""enabled"",""disabled"",""equal"",""not-equal"",""eq"",""ne""],""target_bucket"":""string"",""target_prefix"":""string""},""required"":[""op"",""type""]}","s3:GetBucketLogging,iam:ListAccountAliases"
aws,Storage,s3,filter,bucket-notification,aws.s3.filters.bucket-notification,Filter based on bucket notification configuration.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""kind"":""string""},""required"":[""kind"",""type""]}",s3:GetBucketNotification
aws,Storage,s3,filter,bucket-replication,aws.s3.filters.bucket-replication,Filter for S3 buckets to look at bucket replication configurations,"{""properties"":{""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",s3:GetReplicationConfiguration
aws,Storage,s3,filter,check-public-block,aws.s3.filters.check-public-block,Filter for s3 bucket public blocks,"{""properties"":{""BlockPublicAcls"":""boolean"",""IgnorePublicAcls"":""boolean"",""BlockPublicPolicy"":""boolean"",""RestrictPublicBuckets"":""boolean""},""required"":[""type""]}",s3:GetBucketPublicAccessBlock
aws,Storage,s3,filter,cross-account,aws.s3.filters.cross-account,Filters cross-account access to S3 buckets,"{""properties"":{""actions"":""array"",""everyone_only"":""boolean"",""whitelist_conditions"":""array"",""whitelist_from"":""#/definitions/filters_common/value_from"",""whitelist"":""array"",""whitelist_orgids_from"":""#/definitions/filters_common/value_from"",""whitelist_orgids"":""array"",""whitelist_vpce_from"":""#/definitions/filters_common/value_from"",""whitelist_vpce"":""array"",""whitelist_vpc_from"":""#/definitions/filters_common/value_from"",""whitelist_vpc"":""array""},""required"":[""type""]}",s3:GetBucketPolicy
aws,Storage,s3,filter,data-events,aws.s3.filters.data-events,Find buckets for which CloudTrail is logging data events.,"{""properties"":{""state"":[""present"",""absent""]},""required"":[""type""]}","cloudtrail:DescribeTrails,cloudtrail:GetEventSelectors"
aws,Storage,s3,filter,event,aws.s3.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Storage,s3,filter,global-grants,aws.s3.filters.global-grants,Filters for all S3 buckets that have global-grants,"{""properties"":{""allow_website"":""boolean"",""operator"":""string"",""permissions"":""array""},""required"":[""type""]}",
aws,Storage,s3,filter,has-statement,aws.s3.filters.has-statement,Find resources with matching access policy statements.,"{""properties"":{""statement_ids"":""array"",""statements"":""array""},""required"":[""type""]}",
aws,Storage,s3,filter,intelligent-tiering,aws.s3.filters.intelligent-tiering,Filter for S3 buckets to look at intelligent tiering configurations,"{""properties"":{""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",s3:GetIntelligentTieringConfiguration
aws,Storage,s3,filter,inventory,aws.s3.filters.inventory,Filter inventories for a bucket,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",s3:GetInventoryConfiguration
aws,Storage,s3,filter,is-log-target,aws.s3.filters.is-log-target,Filter and return buckets are log destinations.,"{""properties"":{""services"":""array"",""self"":""boolean"",""value"":""boolean""},""required"":[""type""]}",
aws,Storage,s3,filter,list-item,aws.s3.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Storage,s3,filter,marked-for-op,aws.s3.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Storage,s3,filter,metrics,aws.s3.filters.metrics,S3 CW Metrics need special handling for attribute/dimension,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
aws,Storage,s3,filter,missing-policy-statement,aws.s3.filters.missing-policy-statement,Find buckets missing a set of named policy statements.,"{""properties"":{""statement_ids"":""array""},""required"":[""type""]}",
aws,Storage,s3,filter,missing-statement,aws.s3.filters.missing-statement,Find buckets missing a set of named policy statements.,"{""properties"":{""statement_ids"":""array""},""required"":[""type""]}",
aws,Storage,s3,filter,no-encryption-statement,aws.s3.filters.no-encryption-statement,Find buckets with missing encryption policy statements.,"{""properties"":{},""required"":[""type""]}",
aws,Storage,s3,filter,not,aws.s3.filters.not,Parent base class for filters and actions.,,
aws,Storage,s3,filter,or,aws.s3.filters.or,Parent base class for filters and actions.,,
aws,Storage,s3,filter,ownership,aws.s3.filters.ownership,Filter for object ownership controls,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""?"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",s3:GetBucketOwnershipControls
aws,Storage,s3,filter,reduce,aws.s3.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Storage,s3,filter,value,aws.s3.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Storage,s3,action,attach-encrypt,aws.s3.actions.attach-encrypt,Action attaches lambda encryption policy to S3 bucket,"{""properties"":{""role"":""string"",""tags"":""object"",""topic"":""string""},""required"":[""type""]}","s3:PutBucketNotification,s3:GetBucketNotification,lambda:*"
aws,Storage,s3,action,configure-lifecycle,aws.s3.actions.configure-lifecycle,Action applies a lifecycle policy to versioned S3 buckets,"{""properties"":{""rules"":""array""},""required"":[""type""]}","s3:GetLifecycleConfiguration,s3:PutLifecycleConfiguration"
aws,Storage,s3,action,delete,aws.s3.actions.delete,Action deletes a S3 bucket,"{""properties"":{""remove-contents"":""boolean""},""required"":[""type""]}",s3:*
aws,Storage,s3,action,delete-bucket-notification,aws.s3.actions.delete-bucket-notification,Action to delete S3 bucket notification configurations,"{""properties"":{""statement_ids"":""?""},""required"":[""statement_ids"",""type""]}",s3:PutBucketNotification
aws,Storage,s3,action,delete-global-grants,aws.s3.actions.delete-global-grants,Deletes global grants associated to a S3 bucket,"{""properties"":{""grantees"":""array""},""required"":[""type""]}",s3:PutBucketAcl
aws,Storage,s3,action,encrypt-keys,aws.s3.actions.encrypt-keys,Action to encrypt unencrypted S3 objects,"{""properties"":{""report-only"":""boolean"",""glacier"":""boolean"",""large"":""boolean"",""crypto"":[""AES256"",""aws:kms""],""key-id"":""string""}}","s3:GetObject,s3:PutObject,s3:DeleteObjectVersion,s3:RestoreObject,s3:ListBucket"
aws,Storage,s3,action,encryption-policy,aws.s3.actions.encryption-policy,Action to apply an encryption policy to S3 buckets,"{""properties"":{},""required"":[""type""]}","s3:GetBucketPolicy,s3:PutBucketPolicy"
aws,Storage,s3,action,mark-for-op,aws.s3.actions.mark-for-op,Action schedules custodian to perform an action at a certain date,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Storage,s3,action,no-op,aws.s3.actions.no-op,Parent base class for filters and actions.,"{""properties"":{},""required"":[""type""]}",s3:ListAllMyBuckets
aws,Storage,s3,action,post-finding,aws.s3.actions.post-finding,Report a finding to AWS Security Hub.,"{""properties"":{""title"":""string"",""description"":""string"",""severity"":""number"",""severity_normalized"":""number"",""severity_label"":""string"",""confidence"":""number"",""criticality"":""number"",""region"":""string"",""recommendation"":""string"",""recommendation_url"":""string"",""fields"":""object"",""batch_size"":""integer"",""types"":""array"",""compliance_status"":""string"",""record_state"":""string""},""required"":[""types"",""type""]}",securityhub:BatchImportFindings
